id,user_id,exercise_id,interaction_type,duration_actual_minutes,glucose_delta_after,burnout_score_at_time,context_sleep_score,context_steps_today
37773b34-614e-4b05-a286-70545a73e1a6,user_001,ex012,completed,10,-4.6,7,0.42,1850
d592abb2-8ce4-4467-ab9a-8ceabbebaad9,user_001,ex006,completed,3,-0.5,7,0.42,1850
59acc0a4-f3ed-4a65-b69b-e53a9df721ae,user_001,ex016,completed,5,-0.2,7,0.42,1850
5421ae58-9ac8-4446-b3e0-3d660add6b68,user_001,ex014,completed,5,-13.2,7,0.42,1850
aa9e7ec6-4981-4c83-b4d7-9703af7c3af5,user_002,ex023,completed,5,-0.1,3,0.65,4200
c02b4f69-b96b-4905-9e7e-080e7b423d18,user_002,ex001,completed,3,-24.1,3,0.65,4200
a304446c-a836-423e-997d-56c1c5106d5e,user_002,ex003,modified,16,-8.4,3,0.65,4200
6078f543-bde9-4d29-8467-cba40ee5f228,user_002,ex014,completed,5,-11.1,3,0.65,4200
9a6cab43-c48c-4c60-8d8c-4cf7315824e7,user_002,ex007,modified,4,-3.5,3,0.65,4200
8f103437-d510-40b6-8aaa-b5001bc474ec,user_002,ex018,skipped,0,0.0,3,0.65,4200
ce683efe-9a1a-4cc7-9f33-846e1bdd21a1,user_002,ex005,completed,10,-14.5,3,0.65,4200
b15e738b-32f8-43b4-822d-c14a0244ad42,user_002,ex010,completed,20,-15.2,3,0.65,4200
62b17e1a-55e9-4e59-b4b6-af377b563840,user_002,ex013,completed,5,-7.2,3,0.65,4200
89e8503d-cbac-4cae-9a08-504d3307d417,user_002,ex018,completed,15,-15.6,3,0.65,4200
68411563-9221-447d-b8c2-5827474eb72b,user_002,ex013,completed,5,-7.1,3,0.65,4200
904a9634-10f8-4aa0-9b6f-129b3743a024,user_002,ex027,modified,1,-8.4,3,0.65,4200
4912ea23-e366-4da2-8369-9a18e1f9c6c3,user_002,ex015,completed,5,-14.0,3,0.65,4200
40875d53-285a-4d51-a985-a9913aa57dc4,user_002,ex005,completed,10,-8.2,3,0.65,4200
9e896e91-71e8-42ed-87ae-2c334c7a96b1,user_002,ex013,skipped,0,0.0,3,0.65,4200
0b10ddc1-35bf-4010-b292-70cb3f87d840,user_002,ex004,completed,3,-25.7,3,0.65,4200
063c49ea-30b4-4f81-98af-a5ac2a37dfd4,user_002,ex023,completed,5,-4.0,3,0.65,4200
c1729986-d96f-4c7d-97db-08cfc74da144,user_002,ex028,completed,5,-20.1,3,0.65,4200
6586d522-feba-4056-aeea-98e4de061e97,user_002,ex022,completed,4,-2.9,3,0.65,4200
f6c86111-9bb7-447b-afef-0a263057d74d,user_002,ex028,skipped,0,0.0,3,0.65,4200
96ce6f64-f507-4221-8a22-5413eacf1502,user_003,ex025,skipped,0,0.0,4,0.72,7800
cdec6023-aaa6-40ec-a39c-38a796412a98,user_003,ex022,completed,4,-4.9,4,0.72,7800
0a27ede9-d4af-47f3-ad9c-66bcbab05736,user_003,ex003,completed,30,-22.6,4,0.72,7800
a5163d9f-3ad8-41e7-ae87-9227db8dcdb5,user_003,ex017,completed,5,-27.9,4,0.72,7800
64951c5c-fa18-4411-a8d2-81e99143142b,user_003,ex022,completed,4,-0.6,4,0.72,7800
29a106b5-663d-43ea-a9fb-4d56e86db227,user_003,ex005,completed,10,-6.8,4,0.72,7800
e5358308-b540-4a49-bc5f-1687d4f39ebf,user_003,ex030,skipped,0,0.0,4,0.72,7800
54a0c0c1-30ee-48b0-b500-814972df4a64,user_003,ex016,completed,5,-1.9,4,0.72,7800
cde5a5d3-303f-4917-9f9e-f6bf5fc45293,user_003,ex022,skipped,0,0.0,4,0.72,7800
7ced0c9c-10e0-4db4-b053-9a41a8b453cf,user_003,ex012,modified,7,-1.1,4,0.72,7800
e6964a4a-b17e-4e29-8dbe-1d454eb94106,user_003,ex024,completed,2,-23.4,4,0.72,7800
632a2617-9ec3-4a45-a5fa-de44ec3e0ae2,user_003,ex001,completed,3,-22.3,4,0.72,7800
d050b93c-0248-40b2-9550-145e0b2578d4,user_003,ex004,completed,3,-16.0,4,0.72,7800
81725053-f378-4536-836f-6844931b074b,user_003,ex009,completed,5,-21.2,4,0.72,7800
0a0ec427-c5a4-4c21-90cc-f485deb75d90,user_003,ex029,skipped,0,0.0,4,0.72,7800
a1675f12-fd1e-4f3c-9f8b-1e4fbc79448e,user_003,ex028,completed,5,-17.0,4,0.72,7800
ba1628c3-bcba-4bb2-9150-93376554b283,user_003,ex012,completed,10,-0.9,4,0.72,7800
e6487cd0-121a-4d13-9f81-368fc066f21c,user_003,ex008,completed,5,-23.3,4,0.72,7800
7056a27d-bc98-44ec-ab53-27f0f7ffb62c,user_003,ex001,completed,3,-29.3,4,0.72,7800
3235c88c-4ddb-4bd1-bf88-e1bd1f87c1fd,user_003,ex019,completed,5,-25.4,4,0.72,7800
6130025f-6c52-41ec-bab3-3e6ccf7cc998,user_003,ex001,modified,1,-15.0,4,0.72,7800
93487fc2-cf04-4f31-8afe-8a8fb6ae39f8,user_004,ex017,completed,5,-17.8,1,0.85,10500
22786a0f-5a13-46a8-98fe-b40a403e2113,user_004,ex020,skipped,0,0.0,1,0.85,10500
ad512f23-95f3-4a13-9c3e-bfcd80d46b92,user_004,ex025,completed,5,-5.6,1,0.85,10500
627f3779-cd97-4f49-9a4a-7f36530fb08c,user_004,ex012,completed,10,-0.8,1,0.85,10500
a02eb5b2-6a21-4909-886c-d517edc6121b,user_004,ex024,completed,2,-28.3,1,0.85,10500
9b8b8f99-111f-4335-bb12-4730a17323db,user_004,ex021,completed,5,-23.2,1,0.85,10500
603e32e4-4b59-4152-99d6-4ea04bee60e4,user_004,ex025,skipped,0,0.0,1,0.85,10500
b5712226-90a6-4db5-8fe0-7b44bf6ca74a,user_004,ex023,completed,5,-3.0,1,0.85,10500
18969442-f7c1-46ef-8c02-b7df0bc6bdd4,user_004,ex002,completed,10,-19.9,1,0.85,10500
51144ee3-b93f-4da4-83dd-f742fc1fab38,user_004,ex021,completed,5,-22.8,1,0.85,10500
0830ac64-6498-4518-9a06-9cd259ad633b,user_004,ex003,completed,30,-26.5,1,0.85,10500
0520f973-737b-4147-bf9e-a9e411212928,user_004,ex009,completed,5,-20.7,1,0.85,10500
ef1d9cee-795f-44a2-8613-adeb74f12e37,user_004,ex021,modified,3,-11.5,1,0.85,10500
7d54dded-1fe2-49d0-a075-b3aa8369b239,user_004,ex007,completed,10,-14.0,1,0.85,10500
61da1f64-8e0c-40e8-a94b-d7c107fc7cb2,user_004,ex022,completed,4,-0.0,1,0.85,10500
fe157e45-9c1d-4cc4-a55e-d087f4c93a7a,user_004,ex026,completed,3,-7.3,1,0.85,10500
7e4860c6-71ff-4154-8909-62ed3ae00647,user_004,ex006,modified,2,-2.2,1,0.85,10500
c7726279-8490-4af7-a533-7b3077b99765,user_004,ex004,modified,1,-8.8,1,0.85,10500
c47c565a-db94-46db-80f6-2d9bed57397d,user_004,ex006,completed,3,-3.3,1,0.85,10500
aed61dd3-fae9-44a3-bf1f-83643ed26817,user_004,ex029,modified,1,-8.1,1,0.85,10500
fbb0eaf4-4f02-4212-a36e-28c717371351,user_004,ex027,modified,2,-10.8,1,0.85,10500
90dad08f-00b3-4e4d-a046-591d15775c54,user_004,ex017,completed,5,-23.4,1,0.85,10500
5dd32014-7807-4feb-8d1c-142bd5dec240,user_004,ex004,completed,3,-26.5,1,0.85,10500
b9331b52-7f97-41ca-b1b8-52db7a03b806,user_005,ex024,completed,2,-19.4,9,0.35,1200
c2ec9ae1-124c-456c-97a9-d54031c076e9,user_005,ex024,completed,2,-23.9,9,0.35,1200
cf30ac2a-db1b-48e7-acf4-bc9bbb8e79bb,user_005,ex015,completed,5,-9.1,9,0.35,1200
b25bc3f7-e2b1-49aa-a7b6-a9ca707c45cc,user_005,ex023,completed,5,-0.6,9,0.35,1200
f2a6ea63-5730-4c0e-a130-d4b0e736b3c1,user_005,ex006,completed,3,-0.5,9,0.35,1200
79e13672-6127-4b96-9d0b-41afee971890,user_005,ex020,completed,3,-22.2,9,0.35,1200
0df975fc-aa2b-4200-b37e-ed43984f927c,user_005,ex026,completed,3,-9.5,9,0.35,1200
6ae9d954-da52-4afd-ab30-44789fc920c5,user_005,ex014,completed,5,-8.6,9,0.35,1200
338d28dc-8f3e-402d-b0b6-f2197cd9b5c1,user_005,ex006,completed,3,-1.3,9,0.35,1200
a19af72b-1188-4c79-8c9d-11810e5876f7,user_005,ex001,completed,3,-28.7,9,0.35,1200
ecd78703-8ad4-4a42-add0-5c68308c24f1,user_005,ex006,completed,3,-4.6,9,0.35,1200
6a495eac-e69a-4809-a936-924b97c39006,user_005,ex021,completed,5,-16.1,9,0.35,1200
05518aea-0f8c-405e-abba-e8e7ea498ea4,user_005,ex025,skipped,0,0.0,9,0.35,1200
ffb66438-18ec-4329-a5d0-e4ecf90c160b,user_005,ex019,completed,5,-18.2,9,0.35,1200
c1bf59bc-c60a-4d08-9e9b-2146a7b87e10,user_005,ex004,completed,3,-18.4,9,0.35,1200
2745580e-4540-4a26-ae9c-90f2bc666734,user_005,ex023,completed,5,-4.7,9,0.35,1200
ce9d97ba-5c91-42f4-8651-cd47611f5e4d,user_006,ex016,completed,5,-4.8,4,0.58,3400
ea61aecb-ab5b-47be-a528-093ef85d6818,user_006,ex024,completed,2,-23.2,4,0.58,3400
cc57d05e-99ea-4b7d-96fa-8473ff5e5def,user_006,ex022,completed,4,-3.7,4,0.58,3400
7994add9-3e77-4d69-b443-3a44efb06d54,user_006,ex006,completed,3,-0.0,4,0.58,3400
1e3d8b4b-3b12-4b6a-8316-1f632eb07026,user_006,ex014,completed,5,-9.3,4,0.58,3400
3ba29fac-370e-4de2-8280-d4fb15819e61,user_006,ex023,completed,5,-2.1,4,0.58,3400
3d4a3982-19f4-4f8c-a892-266b97007285,user_006,ex007,skipped,0,0.0,4,0.58,3400
71b07cbf-383b-402a-91e2-b7338ddf65b6,user_006,ex021,completed,5,-22.5,4,0.58,3400
b7a389e5-5a52-4762-8aa3-27f5890f7323,user_006,ex008,completed,5,-29.0,4,0.58,3400
82bf851b-00eb-4ff6-a7a2-267b4ffb5488,user_006,ex012,completed,10,-1.0,4,0.58,3400
cdd2a3ac-0524-4823-befb-9455f9e57963,user_006,ex009,completed,5,-26.1,4,0.58,3400
1e7153b5-3c8a-43da-8e64-ef247c8916f7,user_006,ex025,skipped,0,0.0,4,0.58,3400
cc072f5b-90fa-40dc-aa22-49c3d3c4a7c8,user_006,ex030,completed,2,-14.7,4,0.58,3400
29e5fbe5-1aaa-476c-a830-57a7530261c5,user_006,ex020,completed,3,-21.2,4,0.58,3400
760f0b7e-38d8-4fb1-a9fc-bb95d25d6b2b,user_006,ex015,completed,5,-8.6,4,0.58,3400
018840b1-c8da-4928-9268-06ba908cc048,user_006,ex014,completed,5,-12.3,4,0.58,3400
b041daa7-c0b4-4be1-af86-9181e11f421d,user_007,ex028,completed,5,-25.7,5,0.61,5100
e10c59f3-c102-4d25-be6a-2a7dc7276b33,user_007,ex025,completed,5,-13.2,5,0.61,5100
cf352a29-b14f-4390-b465-863f8482ae8c,user_007,ex025,completed,5,-10.4,5,0.61,5100
a9359f57-2b8b-47e0-aa6a-1dce991a4ba9,user_007,ex005,modified,4,-4.4,5,0.61,5100
5d23cdc5-61d4-42bf-9000-b9ea93703616,user_007,ex019,completed,5,-18.1,5,0.61,5100
aebff8d7-5fbe-43d2-874f-377449f84b22,user_007,ex018,completed,15,-23.9,5,0.61,5100
3160c7cf-9b38-4415-a503-2f03705783d0,user_007,ex008,completed,5,-28.0,5,0.61,5100
4a2e77ac-fb1b-43ad-a1f5-562506546778,user_007,ex027,modified,1,-9.2,5,0.61,5100
29fb7ffb-d576-43cd-9a60-35e93ccad3ed,user_007,ex001,completed,3,-28.0,5,0.61,5100
80d98d1c-5612-490d-ac08-2269edb8c00b,user_007,ex020,skipped,0,0.0,5,0.61,5100
83bb9b5b-25af-4c53-aa94-551844d1c3fc,user_007,ex027,completed,3,-19.2,5,0.61,5100
c6e12e28-b9b4-4139-bae9-2ba98e84b4c4,user_007,ex016,completed,5,-2.8,5,0.61,5100
4cd06ebe-efca-4d15-940f-95184ec41935,user_007,ex023,completed,5,-0.6,5,0.61,5100
f4a60468-b5de-420e-b4ae-a6227cd6b0b2,user_007,ex029,skipped,0,0.0,5,0.61,5100
f0f811d8-fc6a-424b-b41a-116f43a0f439,user_007,ex007,completed,10,-5.3,5,0.61,5100
f57590a4-5904-4779-81ce-89dd05e3a8c2,user_007,ex004,modified,1,-12.4,5,0.61,5100
4bc9914a-6b75-47fb-b156-6907ea1eedc4,user_007,ex017,skipped,0,0.0,5,0.61,5100
d9ddaf65-d2d8-4dce-bb3a-732447e37c1f,user_007,ex022,completed,4,-2.2,5,0.61,5100
1768f1f8-fdb7-4526-9481-bc180fd9960c,user_008,ex016,completed,5,-4.0,4,0.55,3800
cfcb0487-8ce6-42c2-b408-88dc926f4a54,user_008,ex003,completed,30,-15.0,4,0.55,3800
04847823-cbcb-4dc2-b554-938174505fe6,user_008,ex008,completed,5,-17.1,4,0.55,3800
91323025-6c4e-4c4d-be73-cc3bba24ea2c,user_008,ex017,completed,5,-15.7,4,0.55,3800
2eb2d3b5-bac8-49b0-8bd5-c08b18eb9048,user_008,ex007,completed,10,-12.2,4,0.55,3800
732fe9d8-445c-4bc1-b93b-a3c6b85cb89e,user_008,ex015,skipped,0,0.0,4,0.55,3800
e71cb0fe-da60-4bd5-929e-d3ec5fea09ae,user_008,ex012,completed,10,-4.0,4,0.55,3800
77a7ab81-34e1-44cd-a384-964500ec31c4,user_008,ex007,completed,10,-8.4,4,0.55,3800
44c98bef-2eec-4584-bbbc-d3c8db8c8a28,user_008,ex028,completed,5,-16.4,4,0.55,3800
25b74fc5-41f0-47fb-b3bf-e3224911f9fe,user_008,ex013,modified,3,-7.0,4,0.55,3800
c9a46c4e-fe90-44ad-8a70-078fea8cdb64,user_008,ex009,modified,2,-10.5,4,0.55,3800
7aa25112-83d8-4b9a-bf30-e215942e9280,user_008,ex019,completed,5,-28.8,4,0.55,3800
57ea75f7-5272-4f73-9804-d1e7e5dcc70b,user_008,ex008,completed,5,-22.6,4,0.55,3800
b7d00d29-701f-402e-bc22-6aa3ad532549,user_008,ex004,completed,3,-24.0,4,0.55,3800
fa58d0a2-e2f3-43d5-893e-fc56a1eb0695,user_008,ex018,completed,15,-17.5,4,0.55,3800
b61b5060-cfcc-4077-9853-64d7b1610af5,user_008,ex019,completed,5,-16.6,4,0.55,3800
f33a56be-12ff-4dad-8b8a-d42ff5c3c019,user_008,ex003,skipped,0,0.0,4,0.55,3800
53963fc1-261e-4f06-b2ef-7f267a03dcde,user_008,ex022,completed,4,-2.4,4,0.55,3800
dc95e6a5-bdc6-4fde-bd2d-a70250656fd5,user_008,ex008,completed,5,-19.8,4,0.55,3800
72fc7a13-208a-458a-8885-15ca1e186b67,user_008,ex018,completed,15,-20.5,4,0.55,3800
654027f5-0099-4516-93df-b6e2a686f335,user_008,ex007,completed,10,-9.6,4,0.55,3800
9ae40a5e-a75d-4ccd-932b-47985d27ff30,user_008,ex022,completed,4,-2.6,4,0.55,3800
e2164d86-a6d1-4999-b995-18ca60fb05e7,user_008,ex008,skipped,0,0.0,4,0.55,3800
aed01e26-a5c3-418d-999d-97b206514ce3,user_008,ex023,completed,5,-2.9,4,0.55,3800
797b5717-30fe-4c24-88c7-4ca2d5512157,user_008,ex004,completed,3,-27.0,4,0.55,3800
c44476ae-fb89-4ee3-aa61-fcb0020093ca,user_009,ex012,completed,10,-4.1,6,0.48,2100
7a9dae9b-d585-4f9f-be5f-23d1c86d3605,user_009,ex017,completed,5,-28.1,6,0.48,2100
ed77b21d-401a-4946-9aef-b2b2659672d1,user_009,ex025,completed,5,-11.0,6,0.48,2100
87b7afd1-8672-47f6-a54a-fbca42411b24,user_009,ex023,completed,5,-1.0,6,0.48,2100
7357ce72-56b4-4af0-9b91-ee835a450678,user_009,ex028,completed,5,-22.0,6,0.48,2100
8ce14d43-5b4a-4eb6-8d55-9320876e11b5,user_009,ex027,completed,3,-15.4,6,0.48,2100
b95f7309-0209-4365-a1dd-33687a2b367d,user_009,ex028,completed,5,-16.6,6,0.48,2100
599ddd6c-14ca-4581-aebc-8fffcd7b6d11,user_009,ex014,completed,5,-10.1,6,0.48,2100
49455c8c-7ce9-4074-8617-0014a93eb000,user_009,ex020,completed,3,-26.1,6,0.48,2100
47d95ed6-bb1b-4290-9cea-3f02671cd67d,user_009,ex004,completed,3,-16.5,6,0.48,2100
0ab36803-504d-43de-af31-41ce95d03021,user_009,ex030,skipped,0,0.0,6,0.48,2100
70aa9ebd-995c-4ecd-a682-88fe2c66a380,user_009,ex009,completed,5,-21.7,6,0.48,2100
4e800dba-e892-4de7-b5fc-6d9b0ec4aa6e,user_009,ex021,skipped,0,0.0,6,0.48,2100
dc194a75-d8f9-4829-a35a-ec777fe4e531,user_009,ex014,completed,5,-9.6,6,0.48,2100
c4829e03-c3cb-427c-b127-674043d7a1c1,user_009,ex018,completed,15,-25.9,6,0.48,2100
38ba3872-e262-426c-b161-dfcb9384f99f,user_009,ex030,skipped,0,0.0,6,0.48,2100
829e8ad5-2977-4201-bff0-a385dde03c8a,user_009,ex027,skipped,0,0.0,6,0.48,2100
b8036f8e-da44-4bbf-bb23-e393b913d951,user_009,ex019,completed,5,-15.7,6,0.48,2100
03aa332a-5ebc-4ea8-b99e-761f4b3ee6d0,user_009,ex030,completed,2,-10.0,6,0.48,2100
082198f0-b9ba-412e-b016-3f41bf3a7460,user_009,ex013,completed,5,-10.8,6,0.48,2100
261338d0-0328-4a90-b7c3-3ec031ee0c4d,user_009,ex020,modified,1,-14.1,6,0.48,2100
fb79d924-c2f3-4a96-a76f-a80198cbed36,user_009,ex018,completed,15,-29.3,6,0.48,2100
052b45c2-a94c-4122-8838-842d461c144d,user_009,ex026,completed,3,-7.3,6,0.48,2100
d71a6270-8310-45ef-9282-2bda59df8fb4,user_009,ex016,completed,5,-4.3,6,0.48,2100
bd1022c3-6aa1-41da-9eec-d1ce3cb8a9da,user_010,ex020,completed,3,-26.6,8,0.39,1450
bfce9026-1e7a-46ac-8896-ceb7e1106629,user_010,ex005,modified,6,-3.9,8,0.39,1450
dc31d988-d6bc-4fa6-a3a5-7343c8cc1e90,user_010,ex006,completed,3,-1.1,8,0.39,1450
63525968-1820-49da-a0a6-524430071319,user_010,ex017,completed,5,-24.6,8,0.39,1450
bf5c5dc3-393b-4bd6-bb96-32355631a1eb,user_010,ex024,completed,2,-23.3,8,0.39,1450
28884364-8259-4299-9b40-bef23a686150,user_010,ex014,completed,5,-14.7,8,0.39,1450
76ba4a14-c4ee-4116-97a7-a299cae9ae2b,user_010,ex015,completed,5,-12.4,8,0.39,1450
1215a209-a848-4ec0-9a57-3a65fdd768e4,user_010,ex025,completed,5,-8.9,8,0.39,1450
d31c2aff-a24e-4a52-9791-d1f8ced22f67,user_010,ex012,completed,10,-1.9,8,0.39,1450
749710fb-8961-4f22-a3be-07a58a8c6a35,user_010,ex002,completed,10,-26.0,8,0.39,1450
bf869f51-5b9e-4625-b863-bbb80ef223c6,user_010,ex022,completed,4,-0.5,8,0.39,1450
dd2e28d2-8dcf-4fa6-8e88-5b7bbe16f135,user_010,ex012,completed,10,-1.9,8,0.39,1450
4812c581-5ba3-48a5-a11d-35eb46270212,user_010,ex001,skipped,0,0.0,8,0.39,1450
47271580-4d30-4406-9944-e2080f5bf855,user_010,ex030,completed,2,-10.1,8,0.39,1450
bfbd4e77-864c-4e61-b04c-b7b34d1537cc,user_010,ex002,completed,10,-17.9,8,0.39,1450
b53e44f1-dc1d-41a8-a4ce-493b66901db7,user_010,ex022,completed,4,-2.4,8,0.39,1450
8e288235-fc4e-4e47-9ebf-1d62b6f2bebb,user_011,ex015,skipped,0,0.0,3,0.78,8200
371abe16-13a3-4ea5-bdb2-156d8114e45d,user_011,ex025,completed,5,-14.5,3,0.78,8200
aa15a62a-5f11-4036-bb64-5a99ccb139c8,user_011,ex028,skipped,0,0.0,3,0.78,8200
19d9cbef-087e-4e33-9e60-9106d28e1136,user_011,ex025,completed,5,-15.0,3,0.78,8200
4757dfb3-ccf6-4f50-9f68-0ca671a5adc2,user_011,ex022,completed,4,-2.2,3,0.78,8200
3dfa101a-7ba3-4ef9-88be-302e4db47790,user_011,ex027,completed,3,-15.7,3,0.78,8200
02a35fa4-de14-42f1-a42b-98ccda162483,user_011,ex019,completed,5,-15.7,3,0.78,8200
f4db49b5-c093-4607-a56a-264ff107b2bb,user_011,ex029,completed,2,-24.3,3,0.78,8200
6c184802-68a9-4b85-81a5-07077a21cfa1,user_011,ex012,modified,5,-1.0,3,0.78,8200
1bf3b3fb-d8e8-4ec7-916c-66d34b64a697,user_011,ex018,completed,15,-28.6,3,0.78,8200
83fbbaa5-2af6-4cc2-ab7e-5c2cc4b65ef9,user_011,ex008,completed,5,-19.0,3,0.78,8200
208e836e-1a10-4bbf-a79f-ed4a1f6a423d,user_011,ex017,completed,5,-26.5,3,0.78,8200
88b61f54-e866-4bb9-80dc-d4bd8aa1cd23,user_011,ex030,completed,2,-5.0,3,0.78,8200
39195a6b-dfc6-4fa1-9419-53249a82051e,user_011,ex024,completed,2,-22.5,3,0.78,8200
dda190c1-8f77-451d-935e-ef1f59a69c67,user_011,ex029,skipped,0,0.0,3,0.78,8200
85a469d9-c464-43fe-a851-4c1d10e9a09a,user_011,ex014,completed,5,-9.7,3,0.78,8200
6b3298b1-485b-4bce-83d1-b31d4bf15f5b,user_011,ex018,modified,6,-9.1,3,0.78,8200
cf2bf590-a618-43c1-a26c-4148ad61a503,user_011,ex013,completed,5,-7.7,3,0.78,8200
af5836ec-a01c-4b6c-8bbf-95792c3d91f0,user_011,ex008,completed,5,-23.1,3,0.78,8200
e54a3a9a-a7ce-4858-abe5-2aa303faece8,user_011,ex029,skipped,0,0.0,3,0.78,8200
c5fe0bfb-1ce2-464a-8b0f-3ddfefe0c7a0,user_011,ex010,completed,20,-18.9,3,0.78,8200
ad19a427-31d4-4eb7-a055-eb8462613f47,user_011,ex022,completed,4,-4.2,3,0.78,8200
a0ddd779-bf29-4dd2-bee9-6e98271b6e23,user_012,ex022,modified,2,-1.0,3,0.62,4500
e60d7dfe-9149-4c89-b9c0-fb2dd24aa06c,user_012,ex009,completed,5,-29.5,3,0.62,4500
b66d0c24-4c1a-4289-a92c-9ab9dc3f55ff,user_012,ex020,completed,3,-20.8,3,0.62,4500
db0753dc-0e1a-4ddf-ae58-32ee9a515a6c,user_012,ex012,completed,10,-3.7,3,0.62,4500
04c50156-ade2-4f00-8456-5c7e09d59361,user_012,ex029,completed,2,-23.2,3,0.62,4500
609e2aee-a540-4397-94dd-515e4be6735b,user_012,ex010,completed,20,-16.9,3,0.62,4500
6ef5f3b4-d98c-4a27-b370-079de07f13a5,user_012,ex017,completed,5,-16.5,3,0.62,4500
3dcc41ab-2f64-4550-8135-2e02b4f70c30,user_012,ex029,completed,2,-29.2,3,0.62,4500
4841177c-1672-4469-b598-a5b7353e4a0e,user_012,ex020,completed,3,-19.1,3,0.62,4500
6656e894-d31f-4e97-8841-bd851f2576ad,user_012,ex003,skipped,0,0.0,3,0.62,4500
8e73b020-bed4-4a32-a08c-3803978a7914,user_012,ex010,completed,20,-23.3,3,0.62,4500
c38bbf96-3ec6-499a-89ed-092c1ba0aa41,user_012,ex027,completed,3,-25.0,3,0.62,4500
6aa54b36-5fd2-4ada-ab0c-45d943a46115,user_012,ex018,completed,15,-23.1,3,0.62,4500
285360ea-8882-4909-b7c4-4843619206e6,user_012,ex029,completed,2,-26.3,3,0.62,4500
a4499145-6fb5-42ae-bc39-3fdcbd6b530a,user_012,ex015,completed,5,-6.1,3,0.62,4500
8dbed704-5d82-48d1-bba0-b708b11074d5,user_012,ex020,completed,3,-25.4,3,0.62,4500
1fd45289-5a60-4394-8e22-de26d5c2db1f,user_012,ex012,completed,10,-1.5,3,0.62,4500
6cdca88a-cbe8-4180-bb8b-eda875f5ead6,user_012,ex030,skipped,0,0.0,3,0.62,4500
3887f662-b8ee-4e08-8d94-4f94a36b1a0b,user_012,ex011,modified,10,-7.9,3,0.62,4500
e6719845-efef-4355-8b17-7e68c0cbab94,user_012,ex003,completed,30,-22.6,3,0.62,4500
8c55562a-9ce2-4998-a4f5-471b7e5ea2a2,user_012,ex027,skipped,0,0.0,3,0.62,4500
3801e91c-dc33-41d1-9f90-af0bfa8ba071,user_012,ex020,completed,3,-17.8,3,0.62,4500
d8038d03-f087-4ca1-bdc0-e8d2be41d857,user_012,ex024,skipped,0,0.0,3,0.62,4500
e0c99c3c-b68f-46ba-8bdd-ba59bf1bb10c,user_012,ex006,completed,3,-1.6,3,0.62,4500
461ccca8-8406-4517-85d9-948530c98ae7,user_012,ex012,completed,10,-0.4,3,0.62,4500
1bde804e-8b74-4f09-b5d2-269011d79d12,user_013,ex008,completed,5,-25.5,1,0.88,11200
d1fc29d8-8595-4d43-a797-864548205e38,user_013,ex003,modified,13,-9.0,1,0.88,11200
ba5c507d-ce6b-49f5-a555-6bcdfa0dd9c4,user_013,ex010,completed,20,-25.3,1,0.88,11200
52acd951-363b-4f49-a697-a7be14ad008b,user_013,ex020,completed,3,-15.1,1,0.88,11200
57cc2c7d-4863-43ed-a8a9-320a2783b7ed,user_013,ex002,completed,10,-20.6,1,0.88,11200
129d8dc0-118a-4048-9d7f-7993cc3543a2,user_013,ex028,completed,5,-17.4,1,0.88,11200
2b0db2a2-06fd-4997-9f41-e057e4d10f9a,user_013,ex009,completed,5,-17.2,1,0.88,11200
fc0637cb-6851-4ad0-ab00-dbe76d2c364b,user_013,ex030,completed,2,-7.5,1,0.88,11200
